"","region","MMWR.Year","MMWR.Week","Week.End.Date","State.Cases.Current.Week","All.Cases.Current.Week","All.Cases.Cum.Week","Total.Cases.Year"
"1","alabama",2014,1,"1/4/14",NA,1,1,628
"2","alabama",2014,2,"1/11/14",NA,NA,1,628
"3","alabama",2014,3,"1/18/14",NA,4,6,628
"4","alabama",2014,4,"1/25/14",NA,NA,6,628
"5","alabama",2014,5,"2/1/14",NA,5,13,628
"6","alabama",2014,6,"2/8/14",NA,2,20,628
"7","alabama",2014,7,"2/15/14",NA,2,24,628
"8","alabama",2014,8,"2/22/14",NA,1,28,628
"9","alabama",2014,9,"3/1/14",NA,3,51,628
"10","alabama",2014,10,"4/8/14",NA,10,71,628
"11","alabama",2014,11,"4/15/14",NA,5,80,628
"12","alabama",2014,12,"3/22/14",NA,4,89,628
"13","alabama",2014,13,"3/29/14",NA,9,106,628
"14","alabama",2014,14,"4/5/14",NA,1,108,628
"15","alabama",2014,15,"4/12/14",NA,2,112,628
"16","alabama",2014,16,"4/19/14",NA,NA,120,628
"17","alabama",2014,17,"4/26/14",NA,14,134,628
"18","alabama",2014,18,"5/3/14",NA,20,161,628
"19","alabama",2014,19,"5/10/14",NA,27,188,628
"20","alabama",2014,20,"5/17/14",NA,28,220,628
"21","alabama",2014,21,"5/24/14",NA,87,307,628
"22","alabama",2014,22,"5/31/14",NA,29,335,628
"23","alabama",2014,23,"6/7/14",NA,65,402,628
"24","alabama",2014,24,"6/14/14",NA,1,403,628
"25","alabama",2014,25,"6/21/14",NA,26,503,628
"26","alabama",2014,26,"6/28/14",NA,22,532,628
"27","alabama",2014,27,"7/5/14",NA,8,548,628
"28","alabama",2014,28,"7/12/14",NA,3,552,628
"29","alabama",2014,29,"7/19/14",NA,3,568,628
"30","alabama",2014,30,"7/26/14",NA,7,578,628
"31","alabama",2014,31,"8/2/14",NA,NA,581,628
"32","alabama",2014,32,"8/9/14",NA,NA,582,628
"33","alabama",2014,33,"8/16/14",NA,1,577,628
"34","alabama",2014,34,"8/23/14",NA,15,593,628
"35","alabama",2014,35,"8/30/14",NA,NA,593,628
"36","alabama",2014,36,"9/6/14",NA,NA,593,628
"37","alabama",2014,37,"9/13/14",NA,1,593,628
"38","alabama",2014,38,"9/20/14",NA,1,595,628
"39","alabama",2014,39,"9/27/14",NA,NA,598,628
"40","alabama",2014,40,"10/4/14",NA,NA,598,628
"41","alabama",2014,41,"10/11/14",NA,2,599,628
"42","alabama",2014,42,"10/18/14",NA,NA,599,628
"43","alabama",2014,43,"10/25/14",NA,1,600,628
"44","alabama",2014,44,"11/1/14",NA,NA,599,628
"45","alabama",2014,45,"11/8/14",NA,NA,600,628
"46","alabama",2014,46,"11/15/14",NA,NA,608,628
"47","alabama",2014,47,"11/22/14",NA,NA,610,628
"48","alabama",2014,48,"11/29/14",NA,NA,610,628
"49","alabama",2014,49,"12/6/14",NA,NA,612,628
"50","alabama",2014,50,"12/13/14",NA,NA,609,628
"51","alabama",2014,51,"12/20/14",NA,5,614,628
"52","alabama",2014,52,"12/27/14",NA,NA,554,628
"53","alabama",2014,53,"1/3/15",NA,2,628,628
"54","alaska",2014,1,"1/4/14",NA,1,1,628
"55","alaska",2014,2,"1/11/14",NA,NA,1,628
"56","alaska",2014,3,"1/18/14",NA,4,6,628
"57","alaska",2014,4,"1/25/14",NA,NA,6,628
"58","alaska",2014,5,"2/1/14",NA,5,13,628
"59","alaska",2014,6,"2/8/14",NA,2,20,628
"60","alaska",2014,7,"2/15/14",NA,2,24,628
"61","alaska",2014,8,"2/22/14",NA,1,28,628
"62","alaska",2014,9,"3/1/14",NA,3,51,628
"63","alaska",2014,10,"4/8/14",NA,10,71,628
"64","alaska",2014,11,"4/15/14",NA,5,80,628
"65","alaska",2014,12,"3/22/14",NA,4,89,628
"66","alaska",2014,13,"3/29/14",NA,9,106,628
"67","alaska",2014,14,"4/5/14",NA,1,108,628
"68","alaska",2014,15,"4/12/14",NA,2,112,628
"69","alaska",2014,16,"4/19/14",NA,NA,120,628
"70","alaska",2014,17,"4/26/14",NA,14,134,628
"71","alaska",2014,18,"5/3/14",NA,20,161,628
"72","alaska",2014,19,"5/10/14",NA,27,188,628
"73","alaska",2014,20,"5/17/14",NA,28,220,628
"74","alaska",2014,21,"5/24/14",NA,87,307,628
"75","alaska",2014,22,"5/31/14",NA,29,335,628
"76","alaska",2014,23,"6/7/14",NA,65,402,628
"77","alaska",2014,24,"6/14/14",NA,1,403,628
"78","alaska",2014,25,"6/21/14",NA,26,503,628
"79","alaska",2014,26,"6/28/14",NA,22,532,628
"80","alaska",2014,27,"7/5/14",NA,8,548,628
"81","alaska",2014,28,"7/12/14",NA,3,552,628
"82","alaska",2014,29,"7/19/14",NA,3,568,628
"83","alaska",2014,30,"7/26/14",NA,7,578,628
"84","alaska",2014,31,"8/2/14",NA,NA,581,628
"85","alaska",2014,32,"8/9/14",NA,NA,582,628
"86","alaska",2014,33,"8/16/14",NA,1,577,628
"87","alaska",2014,34,"8/23/14",NA,15,593,628
"88","alaska",2014,35,"8/30/14",NA,NA,593,628
"89","alaska",2014,36,"9/6/14",NA,NA,593,628
"90","alaska",2014,37,"9/13/14",NA,1,593,628
"91","alaska",2014,38,"9/20/14",NA,1,595,628
"92","alaska",2014,39,"9/27/14",NA,NA,598,628
"93","alaska",2014,40,"10/4/14",NA,NA,598,628
"94","alaska",2014,41,"10/11/14",NA,2,599,628
"95","alaska",2014,42,"10/18/14",NA,NA,599,628
"96","alaska",2014,43,"10/25/14",NA,1,600,628
"97","alaska",2014,44,"11/1/14",NA,NA,599,628
"98","alaska",2014,45,"11/8/14",NA,NA,600,628
"99","alaska",2014,46,"11/15/14",NA,NA,608,628
"100","alaska",2014,47,"11/22/14",NA,NA,610,628
"101","alaska",2014,48,"11/29/14",NA,NA,610,628
"102","alaska",2014,49,"12/6/14",NA,NA,612,628
"103","alaska",2014,50,"12/13/14",NA,NA,609,628
"104","alaska",2014,51,"12/20/14",NA,5,614,628
"105","alaska",2014,52,"12/27/14",NA,NA,554,628
"106","alaska",2014,53,"1/3/15",NA,2,628,628
"107","arizona",2014,1,"1/4/14",NA,1,1,628
"108","arizona",2014,2,"1/11/14",NA,NA,1,628
"109","arizona",2014,3,"1/18/14",NA,4,6,628
"110","arizona",2014,4,"1/25/14",NA,NA,6,628
"111","arizona",2014,5,"2/1/14",NA,5,13,628
"112","arizona",2014,6,"2/8/14",NA,2,20,628
"113","arizona",2014,7,"2/15/14",NA,2,24,628
"114","arizona",2014,8,"2/22/14",NA,1,28,628
"115","arizona",2014,9,"3/1/14",NA,3,51,628
"116","arizona",2014,10,"4/8/14",NA,10,71,628
"117","arizona",2014,11,"4/15/14",NA,5,80,628
"118","arizona",2014,12,"3/22/14",NA,4,89,628
"119","arizona",2014,13,"3/29/14",NA,9,106,628
"120","arizona",2014,14,"4/5/14",NA,1,108,628
"121","arizona",2014,15,"4/12/14",NA,2,112,628
"122","arizona",2014,16,"4/19/14",NA,NA,120,628
"123","arizona",2014,17,"4/26/14",NA,14,134,628
"124","arizona",2014,18,"5/3/14",NA,20,161,628
"125","arizona",2014,19,"5/10/14",NA,27,188,628
"126","arizona",2014,20,"5/17/14",NA,28,220,628
"127","arizona",2014,21,"5/24/14",NA,87,307,628
"128","arizona",2014,22,"5/31/14",NA,29,335,628
"129","arizona",2014,23,"6/7/14",NA,65,402,628
"130","arizona",2014,24,"6/14/14",NA,1,403,628
"131","arizona",2014,25,"6/21/14",NA,26,503,628
"132","arizona",2014,26,"6/28/14",NA,22,532,628
"133","arizona",2014,27,"7/5/14",NA,8,548,628
"134","arizona",2014,28,"7/12/14",NA,3,552,628
"135","arizona",2014,29,"7/19/14",NA,3,568,628
"136","arizona",2014,30,"7/26/14",NA,7,578,628
"137","arizona",2014,31,"8/2/14",NA,NA,581,628
"138","arizona",2014,32,"8/9/14",NA,NA,582,628
"139","arizona",2014,33,"8/16/14",NA,1,577,628
"140","arizona",2014,34,"8/23/14",NA,15,593,628
"141","arizona",2014,35,"8/30/14",NA,NA,593,628
"142","arizona",2014,36,"9/6/14",NA,NA,593,628
"143","arizona",2014,37,"9/13/14",NA,1,593,628
"144","arizona",2014,38,"9/20/14",NA,1,595,628
"145","arizona",2014,39,"9/27/14",NA,NA,598,628
"146","arizona",2014,40,"10/4/14",NA,NA,598,628
"147","arizona",2014,41,"10/11/14",NA,2,599,628
"148","arizona",2014,42,"10/18/14",NA,NA,599,628
"149","arizona",2014,43,"10/25/14",NA,1,600,628
"150","arizona",2014,44,"11/1/14",NA,NA,599,628
"151","arizona",2014,45,"11/8/14",NA,NA,600,628
"152","arizona",2014,46,"11/15/14",NA,NA,608,628
"153","arizona",2014,47,"11/22/14",NA,NA,610,628
"154","arizona",2014,48,"11/29/14",NA,NA,610,628
"155","arizona",2014,49,"12/6/14",NA,NA,612,628
"156","arizona",2014,50,"12/13/14",NA,NA,609,628
"157","arizona",2014,51,"12/20/14",NA,5,614,628
"158","arizona",2014,52,"12/27/14",NA,NA,554,628
"159","arizona",2014,53,"1/3/15",NA,2,628,628
"160","arkansas",2014,1,"1/4/14",NA,1,1,628
"161","arkansas",2014,2,"1/11/14",NA,NA,1,628
"162","arkansas",2014,3,"1/18/14",NA,4,6,628
"163","arkansas",2014,4,"1/25/14",NA,NA,6,628
"164","arkansas",2014,5,"2/1/14",NA,5,13,628
"165","arkansas",2014,6,"2/8/14",NA,2,20,628
"166","arkansas",2014,7,"2/15/14",NA,2,24,628
"167","arkansas",2014,8,"2/22/14",NA,1,28,628
"168","arkansas",2014,9,"3/1/14",NA,3,51,628
"169","arkansas",2014,10,"4/8/14",NA,10,71,628
"170","arkansas",2014,11,"4/15/14",NA,5,80,628
"171","arkansas",2014,12,"3/22/14",NA,4,89,628
"172","arkansas",2014,13,"3/29/14",NA,9,106,628
"173","arkansas",2014,14,"4/5/14",NA,1,108,628
"174","arkansas",2014,15,"4/12/14",NA,2,112,628
"175","arkansas",2014,16,"4/19/14",NA,NA,120,628
"176","arkansas",2014,17,"4/26/14",NA,14,134,628
"177","arkansas",2014,18,"5/3/14",NA,20,161,628
"178","arkansas",2014,19,"5/10/14",NA,27,188,628
"179","arkansas",2014,20,"5/17/14",NA,28,220,628
"180","arkansas",2014,21,"5/24/14",NA,87,307,628
"181","arkansas",2014,22,"5/31/14",NA,29,335,628
"182","arkansas",2014,23,"6/7/14",NA,65,402,628
"183","arkansas",2014,24,"6/14/14",NA,1,403,628
"184","arkansas",2014,25,"6/21/14",NA,26,503,628
"185","arkansas",2014,26,"6/28/14",NA,22,532,628
"186","arkansas",2014,27,"7/5/14",NA,8,548,628
"187","arkansas",2014,28,"7/12/14",NA,3,552,628
"188","arkansas",2014,29,"7/19/14",NA,3,568,628
"189","arkansas",2014,30,"7/26/14",NA,7,578,628
"190","arkansas",2014,31,"8/2/14",NA,NA,581,628
"191","arkansas",2014,32,"8/9/14",NA,NA,582,628
"192","arkansas",2014,33,"8/16/14",NA,1,577,628
"193","arkansas",2014,34,"8/23/14",NA,15,593,628
"194","arkansas",2014,35,"8/30/14",NA,NA,593,628
"195","arkansas",2014,36,"9/6/14",NA,NA,593,628
"196","arkansas",2014,37,"9/13/14",NA,1,593,628
"197","arkansas",2014,38,"9/20/14",NA,1,595,628
"198","arkansas",2014,39,"9/27/14",NA,NA,598,628
"199","arkansas",2014,40,"10/4/14",NA,NA,598,628
"200","arkansas",2014,41,"10/11/14",NA,2,599,628
"201","arkansas",2014,42,"10/18/14",NA,NA,599,628
"202","arkansas",2014,43,"10/25/14",NA,1,600,628
"203","arkansas",2014,44,"11/1/14",NA,NA,599,628
"204","arkansas",2014,45,"11/8/14",NA,NA,600,628
"205","arkansas",2014,46,"11/15/14",NA,NA,608,628
"206","arkansas",2014,47,"11/22/14",NA,NA,610,628
"207","arkansas",2014,48,"11/29/14",NA,NA,610,628
"208","arkansas",2014,49,"12/6/14",NA,NA,612,628
"209","arkansas",2014,50,"12/13/14",NA,NA,609,628
"210","arkansas",2014,51,"12/20/14",NA,5,614,628
"211","arkansas",2014,52,"12/27/14",NA,NA,554,628
"212","arkansas",2014,53,"1/3/15",NA,2,628,628
"213","california",2014,1,"1/4/14",1,1,1,628
"214","california",2014,2,"1/11/14",NA,NA,1,628
"215","california",2014,3,"1/18/14",NA,4,6,628
"216","california",2014,4,"1/25/14",NA,NA,6,628
"217","california",2014,5,"2/1/14",3,5,13,628
"218","california",2014,6,"2/8/14",NA,2,20,628
"219","california",2014,7,"2/15/14",NA,2,24,628
"220","california",2014,8,"2/22/14",NA,1,28,628
"221","california",2014,9,"3/1/14",1,3,51,628
"222","california",2014,10,"4/8/14",9,10,71,628
"223","california",2014,11,"4/15/14",4,5,80,628
"224","california",2014,12,"3/22/14",4,4,89,628
"225","california",2014,13,"3/29/14",8,9,106,628
"226","california",2014,14,"4/5/14",1,1,108,628
"227","california",2014,15,"4/12/14",2,2,112,628
"228","california",2014,16,"4/19/14",NA,NA,120,628
"229","california",2014,17,"4/26/14",NA,14,134,628
"230","california",2014,18,"5/3/14",NA,20,161,628
"231","california",2014,19,"5/10/14",NA,27,188,628
"232","california",2014,20,"5/17/14",NA,28,220,628
"233","california",2014,21,"5/24/14",1,87,307,628
"234","california",2014,22,"5/31/14",NA,29,335,628
"235","california",2014,23,"6/7/14",NA,65,402,628
"236","california",2014,24,"6/14/14",NA,1,403,628
"237","california",2014,25,"6/21/14",NA,26,503,628
"238","california",2014,26,"6/28/14",NA,22,532,628
"239","california",2014,27,"7/5/14",NA,8,548,628
"240","california",2014,28,"7/12/14",NA,3,552,628
"241","california",2014,29,"7/19/14",NA,3,568,628
"242","california",2014,30,"7/26/14",NA,7,578,628
"243","california",2014,31,"8/2/14",NA,NA,581,628
"244","california",2014,32,"8/9/14",NA,NA,582,628
"245","california",2014,33,"8/16/14",NA,1,577,628
"246","california",2014,34,"8/23/14",NA,15,593,628
"247","california",2014,35,"8/30/14",NA,NA,593,628
"248","california",2014,36,"9/6/14",NA,NA,593,628
"249","california",2014,37,"9/13/14",NA,1,593,628
"250","california",2014,38,"9/20/14",NA,1,595,628
"251","california",2014,39,"9/27/14",NA,NA,598,628
"252","california",2014,40,"10/4/14",NA,NA,598,628
"253","california",2014,41,"10/11/14",NA,2,599,628
"254","california",2014,42,"10/18/14",NA,NA,599,628
"255","california",2014,43,"10/25/14",NA,1,600,628
"256","california",2014,44,"11/1/14",NA,NA,599,628
"257","california",2014,45,"11/8/14",NA,NA,600,628
"258","california",2014,46,"11/15/14",NA,NA,608,628
"259","california",2014,47,"11/22/14",NA,NA,610,628
"260","california",2014,48,"11/29/14",NA,NA,610,628
"261","california",2014,49,"12/6/14",NA,NA,612,628
"262","california",2014,50,"12/13/14",NA,NA,609,628
"263","california",2014,51,"12/20/14",NA,5,614,628
"264","california",2014,52,"12/27/14",NA,NA,554,628
"265","california",2014,53,"1/3/15",NA,2,628,628
"266","colorado",2014,1,"1/4/14",NA,1,1,628
"267","colorado",2014,2,"1/11/14",NA,NA,1,628
"268","colorado",2014,3,"1/18/14",NA,4,6,628
"269","colorado",2014,4,"1/25/14",NA,NA,6,628
"270","colorado",2014,5,"2/1/14",NA,5,13,628
"271","colorado",2014,6,"2/8/14",NA,2,20,628
"272","colorado",2014,7,"2/15/14",NA,2,24,628
"273","colorado",2014,8,"2/22/14",NA,1,28,628
"274","colorado",2014,9,"3/1/14",NA,3,51,628
"275","colorado",2014,10,"4/8/14",NA,10,71,628
"276","colorado",2014,11,"4/15/14",NA,5,80,628
"277","colorado",2014,12,"3/22/14",NA,4,89,628
"278","colorado",2014,13,"3/29/14",NA,9,106,628
"279","colorado",2014,14,"4/5/14",NA,1,108,628
"280","colorado",2014,15,"4/12/14",NA,2,112,628
"281","colorado",2014,16,"4/19/14",NA,NA,120,628
"282","colorado",2014,17,"4/26/14",NA,14,134,628
"283","colorado",2014,18,"5/3/14",NA,20,161,628
"284","colorado",2014,19,"5/10/14",NA,27,188,628
"285","colorado",2014,20,"5/17/14",NA,28,220,628
"286","colorado",2014,21,"5/24/14",NA,87,307,628
"287","colorado",2014,22,"5/31/14",NA,29,335,628
"288","colorado",2014,23,"6/7/14",NA,65,402,628
"289","colorado",2014,24,"6/14/14",NA,1,403,628
"290","colorado",2014,25,"6/21/14",NA,26,503,628
"291","colorado",2014,26,"6/28/14",NA,22,532,628
"292","colorado",2014,27,"7/5/14",NA,8,548,628
"293","colorado",2014,28,"7/12/14",NA,3,552,628
"294","colorado",2014,29,"7/19/14",NA,3,568,628
"295","colorado",2014,30,"7/26/14",NA,7,578,628
"296","colorado",2014,31,"8/2/14",NA,NA,581,628
"297","colorado",2014,32,"8/9/14",NA,NA,582,628
"298","colorado",2014,33,"8/16/14",NA,1,577,628
"299","colorado",2014,34,"8/23/14",NA,15,593,628
"300","colorado",2014,35,"8/30/14",NA,NA,593,628
"301","colorado",2014,36,"9/6/14",NA,NA,593,628
"302","colorado",2014,37,"9/13/14",NA,1,593,628
"303","colorado",2014,38,"9/20/14",NA,1,595,628
"304","colorado",2014,39,"9/27/14",NA,NA,598,628
"305","colorado",2014,40,"10/4/14",NA,NA,598,628
"306","colorado",2014,41,"10/11/14",NA,2,599,628
"307","colorado",2014,42,"10/18/14",NA,NA,599,628
"308","colorado",2014,43,"10/25/14",NA,1,600,628
"309","colorado",2014,44,"11/1/14",NA,NA,599,628
"310","colorado",2014,45,"11/8/14",NA,NA,600,628
"311","colorado",2014,46,"11/15/14",NA,NA,608,628
"312","colorado",2014,47,"11/22/14",NA,NA,610,628
"313","colorado",2014,48,"11/29/14",NA,NA,610,628
"314","colorado",2014,49,"12/6/14",NA,NA,612,628
"315","colorado",2014,50,"12/13/14",NA,NA,609,628
"316","colorado",2014,51,"12/20/14",NA,5,614,628
"317","colorado",2014,52,"12/27/14",NA,NA,554,628
"318","colorado",2014,53,"1/3/15",NA,2,628,628
"319","connecticut",2014,1,"1/4/14",NA,1,1,628
"320","connecticut",2014,2,"1/11/14",NA,NA,1,628
"321","connecticut",2014,3,"1/18/14",NA,4,6,628
"322","connecticut",2014,4,"1/25/14",NA,NA,6,628
"323","connecticut",2014,5,"2/1/14",NA,5,13,628
"324","connecticut",2014,6,"2/8/14",NA,2,20,628
"325","connecticut",2014,7,"2/15/14",NA,2,24,628
"326","connecticut",2014,8,"2/22/14",NA,1,28,628
"327","connecticut",2014,9,"3/1/14",NA,3,51,628
"328","connecticut",2014,10,"4/8/14",NA,10,71,628
"329","connecticut",2014,11,"4/15/14",NA,5,80,628
"330","connecticut",2014,12,"3/22/14",NA,4,89,628
"331","connecticut",2014,13,"3/29/14",NA,9,106,628
"332","connecticut",2014,14,"4/5/14",NA,1,108,628
"333","connecticut",2014,15,"4/12/14",NA,2,112,628
"334","connecticut",2014,16,"4/19/14",NA,NA,120,628
"335","connecticut",2014,17,"4/26/14",NA,14,134,628
"336","connecticut",2014,18,"5/3/14",NA,20,161,628
"337","connecticut",2014,19,"5/10/14",NA,27,188,628
"338","connecticut",2014,20,"5/17/14",NA,28,220,628
"339","connecticut",2014,21,"5/24/14",NA,87,307,628
"340","connecticut",2014,22,"5/31/14",NA,29,335,628
"341","connecticut",2014,23,"6/7/14",NA,65,402,628
"342","connecticut",2014,24,"6/14/14",NA,1,403,628
"343","connecticut",2014,25,"6/21/14",NA,26,503,628
"344","connecticut",2014,26,"6/28/14",NA,22,532,628
"345","connecticut",2014,27,"7/5/14",NA,8,548,628
"346","connecticut",2014,28,"7/12/14",NA,3,552,628
"347","connecticut",2014,29,"7/19/14",NA,3,568,628
"348","connecticut",2014,30,"7/26/14",NA,7,578,628
"349","connecticut",2014,31,"8/2/14",NA,NA,581,628
"350","connecticut",2014,32,"8/9/14",NA,NA,582,628
"351","connecticut",2014,33,"8/16/14",NA,1,577,628
"352","connecticut",2014,34,"8/23/14",NA,15,593,628
"353","connecticut",2014,35,"8/30/14",NA,NA,593,628
"354","connecticut",2014,36,"9/6/14",NA,NA,593,628
"355","connecticut",2014,37,"9/13/14",NA,1,593,628
"356","connecticut",2014,38,"9/20/14",NA,1,595,628
"357","connecticut",2014,39,"9/27/14",NA,NA,598,628
"358","connecticut",2014,40,"10/4/14",NA,NA,598,628
"359","connecticut",2014,41,"10/11/14",NA,2,599,628
"360","connecticut",2014,42,"10/18/14",NA,NA,599,628
"361","connecticut",2014,43,"10/25/14",NA,1,600,628
"362","connecticut",2014,44,"11/1/14",NA,NA,599,628
"363","connecticut",2014,45,"11/8/14",NA,NA,600,628
"364","connecticut",2014,46,"11/15/14",NA,NA,608,628
"365","connecticut",2014,47,"11/22/14",NA,NA,610,628
"366","connecticut",2014,48,"11/29/14",NA,NA,610,628
"367","connecticut",2014,49,"12/6/14",NA,NA,612,628
"368","connecticut",2014,50,"12/13/14",NA,NA,609,628
"369","connecticut",2014,51,"12/20/14",NA,5,614,628
"370","connecticut",2014,52,"12/27/14",NA,NA,554,628
"371","connecticut",2014,53,"1/3/15",NA,2,628,628
"372","delaware",2014,1,"1/4/14",NA,1,1,628
"373","delaware",2014,2,"1/11/14",NA,NA,1,628
"374","delaware",2014,3,"1/18/14",NA,4,6,628
"375","delaware",2014,4,"1/25/14",NA,NA,6,628
"376","delaware",2014,5,"2/1/14",NA,5,13,628
"377","delaware",2014,6,"2/8/14",NA,2,20,628
"378","delaware",2014,7,"2/15/14",NA,2,24,628
"379","delaware",2014,8,"2/22/14",NA,1,28,628
"380","delaware",2014,9,"3/1/14",NA,3,51,628
"381","delaware",2014,10,"4/8/14",NA,10,71,628
"382","delaware",2014,11,"4/15/14",NA,5,80,628
"383","delaware",2014,12,"3/22/14",NA,4,89,628
"384","delaware",2014,13,"3/29/14",NA,9,106,628
"385","delaware",2014,14,"4/5/14",NA,1,108,628
"386","delaware",2014,15,"4/12/14",NA,2,112,628
"387","delaware",2014,16,"4/19/14",NA,NA,120,628
"388","delaware",2014,17,"4/26/14",NA,14,134,628
"389","delaware",2014,18,"5/3/14",NA,20,161,628
"390","delaware",2014,19,"5/10/14",NA,27,188,628
"391","delaware",2014,20,"5/17/14",NA,28,220,628
"392","delaware",2014,21,"5/24/14",NA,87,307,628
"393","delaware",2014,22,"5/31/14",NA,29,335,628
"394","delaware",2014,23,"6/7/14",NA,65,402,628
"395","delaware",2014,24,"6/14/14",NA,1,403,628
"396","delaware",2014,25,"6/21/14",NA,26,503,628
"397","delaware",2014,26,"6/28/14",NA,22,532,628
"398","delaware",2014,27,"7/5/14",NA,8,548,628
"399","delaware",2014,28,"7/12/14",NA,3,552,628
"400","delaware",2014,29,"7/19/14",NA,3,568,628
"401","delaware",2014,30,"7/26/14",NA,7,578,628
"402","delaware",2014,31,"8/2/14",NA,NA,581,628
"403","delaware",2014,32,"8/9/14",NA,NA,582,628
"404","delaware",2014,33,"8/16/14",NA,1,577,628
"405","delaware",2014,34,"8/23/14",NA,15,593,628
"406","delaware",2014,35,"8/30/14",NA,NA,593,628
"407","delaware",2014,36,"9/6/14",NA,NA,593,628
"408","delaware",2014,37,"9/13/14",NA,1,593,628
"409","delaware",2014,38,"9/20/14",NA,1,595,628
"410","delaware",2014,39,"9/27/14",NA,NA,598,628
"411","delaware",2014,40,"10/4/14",NA,NA,598,628
"412","delaware",2014,41,"10/11/14",NA,2,599,628
"413","delaware",2014,42,"10/18/14",NA,NA,599,628
"414","delaware",2014,43,"10/25/14",NA,1,600,628
"415","delaware",2014,44,"11/1/14",NA,NA,599,628
"416","delaware",2014,45,"11/8/14",NA,NA,600,628
"417","delaware",2014,46,"11/15/14",NA,NA,608,628
"418","delaware",2014,47,"11/22/14",NA,NA,610,628
"419","delaware",2014,48,"11/29/14",NA,NA,610,628
"420","delaware",2014,49,"12/6/14",NA,NA,612,628
"421","delaware",2014,50,"12/13/14",NA,NA,609,628
"422","delaware",2014,51,"12/20/14",NA,5,614,628
"423","delaware",2014,52,"12/27/14",NA,NA,554,628
"424","delaware",2014,53,"1/3/15",NA,2,628,628
"425","district of columbia",2014,1,"1/4/14",NA,1,1,628
"426","district of columbia",2014,2,"1/11/14",NA,NA,1,628
"427","district of columbia",2014,3,"1/18/14",NA,4,6,628
"428","district of columbia",2014,4,"1/25/14",NA,NA,6,628
"429","district of columbia",2014,5,"2/1/14",NA,5,13,628
"430","district of columbia",2014,6,"2/8/14",NA,2,20,628
"431","district of columbia",2014,7,"2/15/14",NA,2,24,628
"432","district of columbia",2014,8,"2/22/14",NA,1,28,628
"433","district of columbia",2014,9,"3/1/14",NA,3,51,628
"434","district of columbia",2014,10,"4/8/14",NA,10,71,628
"435","district of columbia",2014,11,"4/15/14",NA,5,80,628
"436","district of columbia",2014,12,"3/22/14",NA,4,89,628
"437","district of columbia",2014,13,"3/29/14",NA,9,106,628
"438","district of columbia",2014,14,"4/5/14",NA,1,108,628
"439","district of columbia",2014,15,"4/12/14",NA,2,112,628
"440","district of columbia",2014,16,"4/19/14",NA,NA,120,628
"441","district of columbia",2014,17,"4/26/14",NA,14,134,628
"442","district of columbia",2014,18,"5/3/14",NA,20,161,628
"443","district of columbia",2014,19,"5/10/14",NA,27,188,628
"444","district of columbia",2014,20,"5/17/14",NA,28,220,628
"445","district of columbia",2014,21,"5/24/14",NA,87,307,628
"446","district of columbia",2014,22,"5/31/14",NA,29,335,628
"447","district of columbia",2014,23,"6/7/14",NA,65,402,628
"448","district of columbia",2014,24,"6/14/14",NA,1,403,628
"449","district of columbia",2014,25,"6/21/14",NA,26,503,628
"450","district of columbia",2014,26,"6/28/14",NA,22,532,628
"451","district of columbia",2014,27,"7/5/14",NA,8,548,628
"452","district of columbia",2014,28,"7/12/14",NA,3,552,628
"453","district of columbia",2014,29,"7/19/14",NA,3,568,628
"454","district of columbia",2014,30,"7/26/14",NA,7,578,628
"455","district of columbia",2014,31,"8/2/14",NA,NA,581,628
"456","district of columbia",2014,32,"8/9/14",NA,NA,582,628
"457","district of columbia",2014,33,"8/16/14",NA,1,577,628
"458","district of columbia",2014,34,"8/23/14",NA,15,593,628
"459","district of columbia",2014,35,"8/30/14",NA,NA,593,628
"460","district of columbia",2014,36,"9/6/14",NA,NA,593,628
"461","district of columbia",2014,37,"9/13/14",NA,1,593,628
"462","district of columbia",2014,38,"9/20/14",NA,1,595,628
"463","district of columbia",2014,39,"9/27/14",NA,NA,598,628
"464","district of columbia",2014,40,"10/4/14",NA,NA,598,628
"465","district of columbia",2014,41,"10/11/14",NA,2,599,628
"466","district of columbia",2014,42,"10/18/14",NA,NA,599,628
"467","district of columbia",2014,43,"10/25/14",NA,1,600,628
"468","district of columbia",2014,44,"11/1/14",NA,NA,599,628
"469","district of columbia",2014,45,"11/8/14",NA,NA,600,628
"470","district of columbia",2014,46,"11/15/14",NA,NA,608,628
"471","district of columbia",2014,47,"11/22/14",NA,NA,610,628
"472","district of columbia",2014,48,"11/29/14",NA,NA,610,628
"473","district of columbia",2014,49,"12/6/14",NA,NA,612,628
"474","district of columbia",2014,50,"12/13/14",NA,NA,609,628
"475","district of columbia",2014,51,"12/20/14",NA,5,614,628
"476","district of columbia",2014,52,"12/27/14",NA,NA,554,628
"477","district of columbia",2014,53,"1/3/15",NA,2,628,628
"478","florida",2014,1,"1/4/14",NA,1,1,628
"479","florida",2014,2,"1/11/14",NA,NA,1,628
"480","florida",2014,3,"1/18/14",NA,4,6,628
"481","florida",2014,4,"1/25/14",NA,NA,6,628
"482","florida",2014,5,"2/1/14",NA,5,13,628
"483","florida",2014,6,"2/8/14",NA,2,20,628
"484","florida",2014,7,"2/15/14",NA,2,24,628
"485","florida",2014,8,"2/22/14",NA,1,28,628
"486","florida",2014,9,"3/1/14",NA,3,51,628
"487","florida",2014,10,"4/8/14",NA,10,71,628
"488","florida",2014,11,"4/15/14",NA,5,80,628
