"","region","MMWR.Year","MMWR.Week","Week.End.Date","State.Cases.Current.Week","All.Cases.Current.Week","All.Cases.Cum.Week","Total.Cases.Year"
"4455","north carolina",2015,36,"2015-09-12",NA,NA,188,189
"4456","north carolina",2015,37,"2015-09-19",NA,NA,189,189
"4457","north carolina",2015,38,"2015-09-26",NA,NA,189,189
"4458","north carolina",2015,39,"2015-10-03",NA,NA,189,189
"4459","north carolina",2015,40,"2015-10-10",NA,NA,189,189
"4460","north carolina",2015,41,"2015-10-17",NA,NA,189,189
"4461","north carolina",2015,42,"2015-10-24",NA,NA,189,189
"4462","north carolina",2015,43,"2015-10-31",NA,NA,189,189
"4463","north carolina",2015,44,"2015-11-07",NA,NA,189,189
"4464","north carolina",2015,45,"2015-11-14",NA,NA,189,189
"4465","north carolina",2015,46,"2015-11-21",NA,NA,189,189
"4466","north carolina",2015,47,"2015-11-28",NA,NA,188,189
"4467","north carolina",2015,48,"2015-12-05",NA,NA,188,189
"4468","north carolina",2015,49,"2015-12-12",NA,NA,188,189
"4469","north carolina",2015,50,"2015-12-19",NA,NA,188,189
"4470","north carolina",2015,51,"2015-12-26",NA,1,189,189
"4471","north carolina",2015,52,"2016-01-02",NA,NA,189,189
"4472","north dakota",2015,1,"2015-01-10",NA,1,1,189
"4473","north dakota",2015,2,"2015-01-17",NA,NA,3,189
"4474","north dakota",2015,3,"2015-01-24",NA,1,9,189
"4475","north dakota",2015,4,"2015-01-31",NA,12,55,189
"4476","north dakota",2015,5,"2015-02-07",NA,6,91,189
"4477","north dakota",2015,6,"2015-02-14",NA,NA,93,189
"4478","north dakota",2015,7,"2015-02-21",NA,2,98,189
"4479","north dakota",2015,8,"2015-02-28",NA,1,105,189
"4480","north dakota",2015,9,"2015-03-07",NA,4,110,189
"4481","north dakota",2015,10,"2015-03-14",NA,NA,115,189
"4482","north dakota",2015,11,"2015-03-21",NA,NA,138,189
"4483","north dakota",2015,12,"2015-03-28",NA,1,141,189
"4484","north dakota",2015,13,"2015-04-04",NA,NA,141,189
"4485","north dakota",2015,14,"2015-04-11",NA,3,144,189
"4486","north dakota",2015,15,"2015-04-18",NA,1,145,189
"4487","north dakota",2015,16,"2015-04-25",NA,1,146,189
"4488","north dakota",2015,17,"2015-05-02",NA,NA,146,189
"4489","north dakota",2015,18,"2015-05-09",NA,3,165,189
"4490","north dakota",2015,19,"2015-05-16",NA,NA,171,189
"4491","north dakota",2015,20,"2015-05-23",NA,1,172,189
"4492","north dakota",2015,21,"2015-05-30",NA,2,173,189
"4493","north dakota",2015,22,"2015-06-06",NA,NA,173,189
"4494","north dakota",2015,23,"2015-06-13",NA,NA,174,189
"4495","north dakota",2015,24,"2015-06-20",NA,1,175,189
"4496","north dakota",2015,25,"2015-06-27",NA,NA,177,189
"4497","north dakota",2015,26,"2015-07-04",NA,NA,177,189
"4498","north dakota",2015,27,"2015-07-11",NA,NA,179,189
"4499","north dakota",2015,28,"2015-07-18",NA,NA,178,189
"4500","north dakota",2015,29,"2015-07-25",NA,1,181,189
"4501","north dakota",2015,30,"2015-08-01",NA,NA,181,189
"4502","north dakota",2015,31,"2015-08-08",NA,1,183,189
"4503","north dakota",2015,32,"2015-08-15",NA,NA,184,189
"4504","north dakota",2015,33,"2015-08-22",NA,NA,185,189
"4505","north dakota",2015,34,"2015-08-29",NA,2,187,189
"4506","north dakota",2015,35,"2015-09-05",NA,NA,187,189
"4507","north dakota",2015,36,"2015-09-12",NA,NA,188,189
"4508","north dakota",2015,37,"2015-09-19",NA,NA,189,189
"4509","north dakota",2015,38,"2015-09-26",NA,NA,189,189
"4510","north dakota",2015,39,"2015-10-03",NA,NA,189,189
"4511","north dakota",2015,40,"2015-10-10",NA,NA,189,189
"4512","north dakota",2015,41,"2015-10-17",NA,NA,189,189
"4513","north dakota",2015,42,"2015-10-24",NA,NA,189,189
"4514","north dakota",2015,43,"2015-10-31",NA,NA,189,189
"4515","north dakota",2015,44,"2015-11-07",NA,NA,189,189
"4516","north dakota",2015,45,"2015-11-14",NA,NA,189,189
"4517","north dakota",2015,46,"2015-11-21",NA,NA,189,189
"4518","north dakota",2015,47,"2015-11-28",NA,NA,188,189
"4519","north dakota",2015,48,"2015-12-05",NA,NA,188,189
"4520","north dakota",2015,49,"2015-12-12",NA,NA,188,189
"4521","north dakota",2015,50,"2015-12-19",NA,NA,188,189
"4522","north dakota",2015,51,"2015-12-26",NA,1,189,189
"4523","north dakota",2015,52,"2016-01-02",NA,NA,189,189
"4524","ohio",2015,1,"2015-01-10",NA,1,1,189
"4525","ohio",2015,2,"2015-01-17",NA,NA,3,189
"4526","ohio",2015,3,"2015-01-24",NA,1,9,189
"4527","ohio",2015,4,"2015-01-31",NA,12,55,189
"4528","ohio",2015,5,"2015-02-07",NA,6,91,189
"4529","ohio",2015,6,"2015-02-14",NA,NA,93,189
"4530","ohio",2015,7,"2015-02-21",NA,2,98,189
"4531","ohio",2015,8,"2015-02-28",NA,1,105,189
"4532","ohio",2015,9,"2015-03-07",NA,4,110,189
"4533","ohio",2015,10,"2015-03-14",NA,NA,115,189
"4534","ohio",2015,11,"2015-03-21",NA,NA,138,189
"4535","ohio",2015,12,"2015-03-28",NA,1,141,189
"4536","ohio",2015,13,"2015-04-04",NA,NA,141,189
"4537","ohio",2015,14,"2015-04-11",NA,3,144,189
"4538","ohio",2015,15,"2015-04-18",NA,1,145,189
"4539","ohio",2015,16,"2015-04-25",NA,1,146,189
"4540","ohio",2015,17,"2015-05-02",NA,NA,146,189
"4541","ohio",2015,18,"2015-05-09",NA,3,165,189
"4542","ohio",2015,19,"2015-05-16",NA,NA,171,189
"4543","ohio",2015,20,"2015-05-23",NA,1,172,189
"4544","ohio",2015,21,"2015-05-30",NA,2,173,189
"4545","ohio",2015,22,"2015-06-06",NA,NA,173,189
"4546","ohio",2015,23,"2015-06-13",NA,NA,174,189
"4547","ohio",2015,24,"2015-06-20",1,1,175,189
"4548","ohio",2015,25,"2015-06-27",NA,NA,177,189
"4549","ohio",2015,26,"2015-07-04",NA,NA,177,189
"4550","ohio",2015,27,"2015-07-11",NA,NA,179,189
"4551","ohio",2015,28,"2015-07-18",NA,NA,178,189
"4552","ohio",2015,29,"2015-07-25",NA,1,181,189
"4553","ohio",2015,30,"2015-08-01",NA,NA,181,189
"4554","ohio",2015,31,"2015-08-08",NA,1,183,189
"4555","ohio",2015,32,"2015-08-15",NA,NA,184,189
"4556","ohio",2015,33,"2015-08-22",NA,NA,185,189
"4557","ohio",2015,34,"2015-08-29",NA,2,187,189
"4558","ohio",2015,35,"2015-09-05",NA,NA,187,189
"4559","ohio",2015,36,"2015-09-12",NA,NA,188,189
"4560","ohio",2015,37,"2015-09-19",NA,NA,189,189
"4561","ohio",2015,38,"2015-09-26",NA,NA,189,189
"4562","ohio",2015,39,"2015-10-03",NA,NA,189,189
"4563","ohio",2015,40,"2015-10-10",NA,NA,189,189
"4564","ohio",2015,41,"2015-10-17",NA,NA,189,189
"4565","ohio",2015,42,"2015-10-24",NA,NA,189,189
"4566","ohio",2015,43,"2015-10-31",NA,NA,189,189
"4567","ohio",2015,44,"2015-11-07",NA,NA,189,189
"4568","ohio",2015,45,"2015-11-14",NA,NA,189,189
"4569","ohio",2015,46,"2015-11-21",NA,NA,189,189
"4570","ohio",2015,47,"2015-11-28",NA,NA,188,189
"4571","ohio",2015,48,"2015-12-05",NA,NA,188,189
"4572","ohio",2015,49,"2015-12-12",NA,NA,188,189
"4573","ohio",2015,50,"2015-12-19",NA,NA,188,189
"4574","ohio",2015,51,"2015-12-26",NA,1,189,189
"4575","ohio",2015,52,"2016-01-02",NA,NA,189,189
"4576","oklahoma",2015,1,"2015-01-10",NA,1,1,189
"4577","oklahoma",2015,2,"2015-01-17",NA,NA,3,189
"4578","oklahoma",2015,3,"2015-01-24",NA,1,9,189
"4579","oklahoma",2015,4,"2015-01-31",NA,12,55,189
"4580","oklahoma",2015,5,"2015-02-07",NA,6,91,189
"4581","oklahoma",2015,6,"2015-02-14",NA,NA,93,189
"4582","oklahoma",2015,7,"2015-02-21",NA,2,98,189
"4583","oklahoma",2015,8,"2015-02-28",NA,1,105,189
"4584","oklahoma",2015,9,"2015-03-07",NA,4,110,189
"4585","oklahoma",2015,10,"2015-03-14",NA,NA,115,189
"4586","oklahoma",2015,11,"2015-03-21",NA,NA,138,189
"4587","oklahoma",2015,12,"2015-03-28",1,1,141,189
"4588","oklahoma",2015,13,"2015-04-04",NA,NA,141,189
"4589","oklahoma",2015,14,"2015-04-11",NA,3,144,189
"4590","oklahoma",2015,15,"2015-04-18",NA,1,145,189
"4591","oklahoma",2015,16,"2015-04-25",NA,1,146,189
"4592","oklahoma",2015,17,"2015-05-02",NA,NA,146,189
"4593","oklahoma",2015,18,"2015-05-09",NA,3,165,189
"4594","oklahoma",2015,19,"2015-05-16",NA,NA,171,189
"4595","oklahoma",2015,20,"2015-05-23",NA,1,172,189
"4596","oklahoma",2015,21,"2015-05-30",NA,2,173,189
"4597","oklahoma",2015,22,"2015-06-06",NA,NA,173,189
"4598","oklahoma",2015,23,"2015-06-13",NA,NA,174,189
"4599","oklahoma",2015,24,"2015-06-20",NA,1,175,189
"4600","oklahoma",2015,25,"2015-06-27",NA,NA,177,189
"4601","oklahoma",2015,26,"2015-07-04",NA,NA,177,189
"4602","oklahoma",2015,27,"2015-07-11",NA,NA,179,189
"4603","oklahoma",2015,28,"2015-07-18",NA,NA,178,189
"4604","oklahoma",2015,29,"2015-07-25",NA,1,181,189
"4605","oklahoma",2015,30,"2015-08-01",NA,NA,181,189
"4606","oklahoma",2015,31,"2015-08-08",NA,1,183,189
"4607","oklahoma",2015,32,"2015-08-15",NA,NA,184,189
"4608","oklahoma",2015,33,"2015-08-22",NA,NA,185,189
"4609","oklahoma",2015,34,"2015-08-29",NA,2,187,189
"4610","oklahoma",2015,35,"2015-09-05",NA,NA,187,189
"4611","oklahoma",2015,36,"2015-09-12",NA,NA,188,189
"4612","oklahoma",2015,37,"2015-09-19",NA,NA,189,189
"4613","oklahoma",2015,38,"2015-09-26",NA,NA,189,189
"4614","oklahoma",2015,39,"2015-10-03",NA,NA,189,189
"4615","oklahoma",2015,40,"2015-10-10",NA,NA,189,189
"4616","oklahoma",2015,41,"2015-10-17",NA,NA,189,189
"4617","oklahoma",2015,42,"2015-10-24",NA,NA,189,189
"4618","oklahoma",2015,43,"2015-10-31",NA,NA,189,189
"4619","oklahoma",2015,44,"2015-11-07",NA,NA,189,189
"4620","oklahoma",2015,45,"2015-11-14",NA,NA,189,189
"4621","oklahoma",2015,46,"2015-11-21",NA,NA,189,189
"4622","oklahoma",2015,47,"2015-11-28",NA,NA,188,189
"4623","oklahoma",2015,48,"2015-12-05",NA,NA,188,189
"4624","oklahoma",2015,49,"2015-12-12",NA,NA,188,189
"4625","oklahoma",2015,50,"2015-12-19",NA,NA,188,189
"4626","oklahoma",2015,51,"2015-12-26",NA,1,189,189
"4627","oklahoma",2015,52,"2016-01-02",NA,NA,189,189
"4628","oregon",2015,1,"2015-01-10",NA,1,1,189
"4629","oregon",2015,2,"2015-01-17",NA,NA,3,189
"4630","oregon",2015,3,"2015-01-24",NA,1,9,189
"4631","oregon",2015,4,"2015-01-31",NA,12,55,189
"4632","oregon",2015,5,"2015-02-07",NA,6,91,189
"4633","oregon",2015,6,"2015-02-14",NA,NA,93,189
"4634","oregon",2015,7,"2015-02-21",NA,2,98,189
"4635","oregon",2015,8,"2015-02-28",NA,1,105,189
"4636","oregon",2015,9,"2015-03-07",NA,4,110,189
"4637","oregon",2015,10,"2015-03-14",NA,NA,115,189
"4638","oregon",2015,11,"2015-03-21",NA,NA,138,189
"4639","oregon",2015,12,"2015-03-28",NA,1,141,189
"4640","oregon",2015,13,"2015-04-04",NA,NA,141,189
"4641","oregon",2015,14,"2015-04-11",NA,3,144,189
"4642","oregon",2015,15,"2015-04-18",NA,1,145,189
"4643","oregon",2015,16,"2015-04-25",NA,1,146,189
"4644","oregon",2015,17,"2015-05-02",NA,NA,146,189
"4645","oregon",2015,18,"2015-05-09",NA,3,165,189
"4646","oregon",2015,19,"2015-05-16",NA,NA,171,189
"4647","oregon",2015,20,"2015-05-23",NA,1,172,189
"4648","oregon",2015,21,"2015-05-30",NA,2,173,189
"4649","oregon",2015,22,"2015-06-06",NA,NA,173,189
"4650","oregon",2015,23,"2015-06-13",NA,NA,174,189
"4651","oregon",2015,24,"2015-06-20",NA,1,175,189
"4652","oregon",2015,25,"2015-06-27",NA,NA,177,189
"4653","oregon",2015,26,"2015-07-04",NA,NA,177,189
"4654","oregon",2015,27,"2015-07-11",NA,NA,179,189
"4655","oregon",2015,28,"2015-07-18",NA,NA,178,189
"4656","oregon",2015,29,"2015-07-25",NA,1,181,189
"4657","oregon",2015,30,"2015-08-01",NA,NA,181,189
"4658","oregon",2015,31,"2015-08-08",1,1,183,189
"4659","oregon",2015,32,"2015-08-15",NA,NA,184,189
"4660","oregon",2015,33,"2015-08-22",NA,NA,185,189
"4661","oregon",2015,34,"2015-08-29",NA,2,187,189
"4662","oregon",2015,35,"2015-09-05",NA,NA,187,189
"4663","oregon",2015,36,"2015-09-12",NA,NA,188,189
"4664","oregon",2015,37,"2015-09-19",NA,NA,189,189
"4665","oregon",2015,38,"2015-09-26",NA,NA,189,189
"4666","oregon",2015,39,"2015-10-03",NA,NA,189,189
"4667","oregon",2015,40,"2015-10-10",NA,NA,189,189
"4668","oregon",2015,41,"2015-10-17",NA,NA,189,189
"4669","oregon",2015,42,"2015-10-24",NA,NA,189,189
"4670","oregon",2015,43,"2015-10-31",NA,NA,189,189
"4671","oregon",2015,44,"2015-11-07",NA,NA,189,189
"4672","oregon",2015,45,"2015-11-14",NA,NA,189,189
"4673","oregon",2015,46,"2015-11-21",NA,NA,189,189
"4674","oregon",2015,47,"2015-11-28",NA,NA,188,189
"4675","oregon",2015,48,"2015-12-05",NA,NA,188,189
"4676","oregon",2015,49,"2015-12-12",NA,NA,188,189
"4677","oregon",2015,50,"2015-12-19",NA,NA,188,189
"4678","oregon",2015,51,"2015-12-26",NA,1,189,189
"4679","oregon",2015,52,"2016-01-02",NA,NA,189,189
"4680","pennsylvania",2015,1,"2015-01-10",NA,1,1,189
"4681","pennsylvania",2015,2,"2015-01-17",NA,NA,3,189
"4682","pennsylvania",2015,3,"2015-01-24",NA,1,9,189
"4683","pennsylvania",2015,4,"2015-01-31",1,12,55,189
"4684","pennsylvania",2015,5,"2015-02-07",NA,6,91,189
"4685","pennsylvania",2015,6,"2015-02-14",NA,NA,93,189
"4686","pennsylvania",2015,7,"2015-02-21",NA,2,98,189
"4687","pennsylvania",2015,8,"2015-02-28",NA,1,105,189
"4688","pennsylvania",2015,9,"2015-03-07",NA,4,110,189
"4689","pennsylvania",2015,10,"2015-03-14",NA,NA,115,189
"4690","pennsylvania",2015,11,"2015-03-21",NA,NA,138,189
"4691","pennsylvania",2015,12,"2015-03-28",NA,1,141,189
"4692","pennsylvania",2015,13,"2015-04-04",NA,NA,141,189
"4693","pennsylvania",2015,14,"2015-04-11",NA,3,144,189
"4694","pennsylvania",2015,15,"2015-04-18",NA,1,145,189
"4695","pennsylvania",2015,16,"2015-04-25",NA,1,146,189
"4696","pennsylvania",2015,17,"2015-05-02",NA,NA,146,189
"4697","pennsylvania",2015,18,"2015-05-09",NA,3,165,189
"4698","pennsylvania",2015,19,"2015-05-16",NA,NA,171,189
"4699","pennsylvania",2015,20,"2015-05-23",NA,1,172,189
"4700","pennsylvania",2015,21,"2015-05-30",NA,2,173,189
"4701","pennsylvania",2015,22,"2015-06-06",NA,NA,173,189
"4702","pennsylvania",2015,23,"2015-06-13",NA,NA,174,189
"4703","pennsylvania",2015,24,"2015-06-20",NA,1,175,189
"4704","pennsylvania",2015,25,"2015-06-27",NA,NA,177,189
"4705","pennsylvania",2015,26,"2015-07-04",NA,NA,177,189
"4706","pennsylvania",2015,27,"2015-07-11",NA,NA,179,189
"4707","pennsylvania",2015,28,"2015-07-18",NA,NA,178,189
"4708","pennsylvania",2015,29,"2015-07-25",NA,1,181,189
"4709","pennsylvania",2015,30,"2015-08-01",NA,NA,181,189
"4710","pennsylvania",2015,31,"2015-08-08",NA,1,183,189
"4711","pennsylvania",2015,32,"2015-08-15",NA,NA,184,189
"4712","pennsylvania",2015,33,"2015-08-22",NA,NA,185,189
"4713","pennsylvania",2015,34,"2015-08-29",NA,2,187,189
"4714","pennsylvania",2015,35,"2015-09-05",NA,NA,187,189
"4715","pennsylvania",2015,36,"2015-09-12",NA,NA,188,189
"4716","pennsylvania",2015,37,"2015-09-19",NA,NA,189,189
"4717","pennsylvania",2015,38,"2015-09-26",NA,NA,189,189
"4718","pennsylvania",2015,39,"2015-10-03",NA,NA,189,189
"4719","pennsylvania",2015,40,"2015-10-10",NA,NA,189,189
"4720","pennsylvania",2015,41,"2015-10-17",NA,NA,189,189
"4721","pennsylvania",2015,42,"2015-10-24",NA,NA,189,189
"4722","pennsylvania",2015,43,"2015-10-31",NA,NA,189,189
"4723","pennsylvania",2015,44,"2015-11-07",NA,NA,189,189
"4724","pennsylvania",2015,45,"2015-11-14",NA,NA,189,189
"4725","pennsylvania",2015,46,"2015-11-21",NA,NA,189,189
"4726","pennsylvania",2015,47,"2015-11-28",NA,NA,188,189
"4727","pennsylvania",2015,48,"2015-12-05",NA,NA,188,189
"4728","pennsylvania",2015,49,"2015-12-12",NA,NA,188,189
"4729","pennsylvania",2015,50,"2015-12-19",NA,NA,188,189
"4730","pennsylvania",2015,51,"2015-12-26",NA,1,189,189
"4731","pennsylvania",2015,52,"2016-01-02",NA,NA,189,189
"4732","rhode island",2015,1,"2015-01-10",NA,1,1,189
"4733","rhode island",2015,2,"2015-01-17",NA,NA,3,189
"4734","rhode island",2015,3,"2015-01-24",NA,1,9,189
"4735","rhode island",2015,4,"2015-01-31",NA,12,55,189
"4736","rhode island",2015,5,"2015-02-07",NA,6,91,189
"4737","rhode island",2015,6,"2015-02-14",NA,NA,93,189
"4738","rhode island",2015,7,"2015-02-21",NA,2,98,189
"4739","rhode island",2015,8,"2015-02-28",NA,1,105,189
"4740","rhode island",2015,9,"2015-03-07",NA,4,110,189
"4741","rhode island",2015,10,"2015-03-14",NA,NA,115,189
"4742","rhode island",2015,11,"2015-03-21",NA,NA,138,189
"4743","rhode island",2015,12,"2015-03-28",NA,1,141,189
"4744","rhode island",2015,13,"2015-04-04",NA,NA,141,189
"4745","rhode island",2015,14,"2015-04-11",NA,3,144,189
"4746","rhode island",2015,15,"2015-04-18",NA,1,145,189
"4747","rhode island",2015,16,"2015-04-25",NA,1,146,189
"4748","rhode island",2015,17,"2015-05-02",NA,NA,146,189
"4749","rhode island",2015,18,"2015-05-09",NA,3,165,189
"4750","rhode island",2015,19,"2015-05-16",NA,NA,171,189
"4751","rhode island",2015,20,"2015-05-23",NA,1,172,189
"4752","rhode island",2015,21,"2015-05-30",NA,2,173,189
"4753","rhode island",2015,22,"2015-06-06",NA,NA,173,189
"4754","rhode island",2015,23,"2015-06-13",NA,NA,174,189
"4755","rhode island",2015,24,"2015-06-20",NA,1,175,189
"4756","rhode island",2015,25,"2015-06-27",NA,NA,177,189
"4757","rhode island",2015,26,"2015-07-04",NA,NA,177,189
"4758","rhode island",2015,27,"2015-07-11",NA,NA,179,189
"4759","rhode island",2015,28,"2015-07-18",NA,NA,178,189
"4760","rhode island",2015,29,"2015-07-25",NA,1,181,189
"4761","rhode island",2015,30,"2015-08-01",NA,NA,181,189
"4762","rhode island",2015,31,"2015-08-08",NA,1,183,189
"4763","rhode island",2015,32,"2015-08-15",NA,NA,184,189
"4764","rhode island",2015,33,"2015-08-22",NA,NA,185,189
"4765","rhode island",2015,34,"2015-08-29",NA,2,187,189
"4766","rhode island",2015,35,"2015-09-05",NA,NA,187,189
"4767","rhode island",2015,36,"2015-09-12",NA,NA,188,189
"4768","rhode island",2015,37,"2015-09-19",NA,NA,189,189
"4769","rhode island",2015,38,"2015-09-26",NA,NA,189,189
"4770","rhode island",2015,39,"2015-10-03",NA,NA,189,189
"4771","rhode island",2015,40,"2015-10-10",NA,NA,189,189
"4772","rhode island",2015,41,"2015-10-17",NA,NA,189,189
"4773","rhode island",2015,42,"2015-10-24",NA,NA,189,189
"4774","rhode island",2015,43,"2015-10-31",NA,NA,189,189
"4775","rhode island",2015,44,"2015-11-07",NA,NA,189,189
"4776","rhode island",2015,45,"2015-11-14",NA,NA,189,189
"4777","rhode island",2015,46,"2015-11-21",NA,NA,189,189
"4778","rhode island",2015,47,"2015-11-28",NA,NA,188,189
"4779","rhode island",2015,48,"2015-12-05",NA,NA,188,189
"4780","rhode island",2015,49,"2015-12-12",NA,NA,188,189
"4781","rhode island",2015,50,"2015-12-19",NA,NA,188,189
"4782","rhode island",2015,51,"2015-12-26",NA,1,189,189
"4783","rhode island",2015,52,"2016-01-02",NA,NA,189,189
"4784","south carolina",2015,1,"2015-01-10",NA,1,1,189
"4785","south carolina",2015,2,"2015-01-17",NA,NA,3,189
"4786","south carolina",2015,3,"2015-01-24",NA,1,9,189
"4787","south carolina",2015,4,"2015-01-31",NA,12,55,189
"4788","south carolina",2015,5,"2015-02-07",NA,6,91,189
"4789","south carolina",2015,6,"2015-02-14",NA,NA,93,189
"4790","south carolina",2015,7,"2015-02-21",NA,2,98,189
"4791","south carolina",2015,8,"2015-02-28",NA,1,105,189
"4792","south carolina",2015,9,"2015-03-07",NA,4,110,189
"4793","south carolina",2015,10,"2015-03-14",NA,NA,115,189
"4794","south carolina",2015,11,"2015-03-21",NA,NA,138,189
"4795","south carolina",2015,12,"2015-03-28",NA,1,141,189
"4796","south carolina",2015,13,"2015-04-04",NA,NA,141,189
"4797","south carolina",2015,14,"2015-04-11",NA,3,144,189
"4798","south carolina",2015,15,"2015-04-18",NA,1,145,189
"4799","south carolina",2015,16,"2015-04-25",NA,1,146,189
"4800","south carolina",2015,17,"2015-05-02",NA,NA,146,189
"4801","south carolina",2015,18,"2015-05-09",NA,3,165,189
"4802","south carolina",2015,19,"2015-05-16",NA,NA,171,189
"4803","south carolina",2015,20,"2015-05-23",NA,1,172,189
"4804","south carolina",2015,21,"2015-05-30",NA,2,173,189
"4805","south carolina",2015,22,"2015-06-06",NA,NA,173,189
"4806","south carolina",2015,23,"2015-06-13",NA,NA,174,189
"4807","south carolina",2015,24,"2015-06-20",NA,1,175,189
"4808","south carolina",2015,25,"2015-06-27",NA,NA,177,189
"4809","south carolina",2015,26,"2015-07-04",NA,NA,177,189
"4810","south carolina",2015,27,"2015-07-11",NA,NA,179,189
"4811","south carolina",2015,28,"2015-07-18",NA,NA,178,189
"4812","south carolina",2015,29,"2015-07-25",NA,1,181,189
"4813","south carolina",2015,30,"2015-08-01",NA,NA,181,189
"4814","south carolina",2015,31,"2015-08-08",NA,1,183,189
"4815","south carolina",2015,32,"2015-08-15",NA,NA,184,189
"4816","south carolina",2015,33,"2015-08-22",NA,NA,185,189
"4817","south carolina",2015,34,"2015-08-29",NA,2,187,189
"4818","south carolina",2015,35,"2015-09-05",NA,NA,187,189
"4819","south carolina",2015,36,"2015-09-12",NA,NA,188,189
"4820","south carolina",2015,37,"2015-09-19",NA,NA,189,189
"4821","south carolina",2015,38,"2015-09-26",NA,NA,189,189
"4822","south carolina",2015,39,"2015-10-03",NA,NA,189,189
"4823","south carolina",2015,40,"2015-10-10",NA,NA,189,189
"4824","south carolina",2015,41,"2015-10-17",NA,NA,189,189
"4825","south carolina",2015,42,"2015-10-24",NA,NA,189,189
"4826","south carolina",2015,43,"2015-10-31",NA,NA,189,189
"4827","south carolina",2015,44,"2015-11-07",NA,NA,189,189
"4828","south carolina",2015,45,"2015-11-14",NA,NA,189,189
"4829","south carolina",2015,46,"2015-11-21",NA,NA,189,189
"4830","south carolina",2015,47,"2015-11-28",NA,NA,188,189
"4831","south carolina",2015,48,"2015-12-05",NA,NA,188,189
"4832","south carolina",2015,49,"2015-12-12",NA,NA,188,189
"4833","south carolina",2015,50,"2015-12-19",NA,NA,188,189
"4834","south carolina",2015,51,"2015-12-26",NA,1,189,189
"4835","south carolina",2015,52,"2016-01-02",NA,NA,189,189
"4836","south dakota",2015,1,"2015-01-10",1,1,1,189
"4837","south dakota",2015,2,"2015-01-17",NA,NA,3,189
"4838","south dakota",2015,3,"2015-01-24",NA,1,9,189
"4839","south dakota",2015,4,"2015-01-31",NA,12,55,189
"4840","south dakota",2015,5,"2015-02-07",NA,6,91,189
"4841","south dakota",2015,6,"2015-02-14",NA,NA,93,189
"4842","south dakota",2015,7,"2015-02-21",NA,2,98,189
"4843","south dakota",2015,8,"2015-02-28",NA,1,105,189
"4844","south dakota",2015,9,"2015-03-07",NA,4,110,189
"4845","south dakota",2015,10,"2015-03-14",NA,NA,115,189
"4846","south dakota",2015,11,"2015-03-21",NA,NA,138,189
"4847","south dakota",2015,12,"2015-03-28",NA,1,141,189
"4848","south dakota",2015,13,"2015-04-04",NA,NA,141,189
"4849","south dakota",2015,14,"2015-04-11",NA,3,144,189
"4850","south dakota",2015,15,"2015-04-18",NA,1,145,189
"4851","south dakota",2015,16,"2015-04-25",NA,1,146,189
"4852","south dakota",2015,17,"2015-05-02",NA,NA,146,189
"4853","south dakota",2015,18,"2015-05-09",NA,3,165,189
"4854","south dakota",2015,19,"2015-05-16",NA,NA,171,189
"4855","south dakota",2015,20,"2015-05-23",NA,1,172,189
"4856","south dakota",2015,21,"2015-05-30",NA,2,173,189
"4857","south dakota",2015,22,"2015-06-06",NA,NA,173,189
"4858","south dakota",2015,23,"2015-06-13",NA,NA,174,189
"4859","south dakota",2015,24,"2015-06-20",NA,1,175,189
"4860","south dakota",2015,25,"2015-06-27",NA,NA,177,189
"4861","south dakota",2015,26,"2015-07-04",NA,NA,177,189
"4862","south dakota",2015,27,"2015-07-11",NA,NA,179,189
"4863","south dakota",2015,28,"2015-07-18",NA,NA,178,189
"4864","south dakota",2015,29,"2015-07-25",NA,1,181,189
"4865","south dakota",2015,30,"2015-08-01",NA,NA,181,189
"4866","south dakota",2015,31,"2015-08-08",NA,1,183,189
"4867","south dakota",2015,32,"2015-08-15",NA,NA,184,189
"4868","south dakota",2015,33,"2015-08-22",NA,NA,185,189
"4869","south dakota",2015,34,"2015-08-29",NA,2,187,189
"4870","south dakota",2015,35,"2015-09-05",NA,NA,187,189
"4871","south dakota",2015,36,"2015-09-12",NA,NA,188,189
"4872","south dakota",2015,37,"2015-09-19",NA,NA,189,189
"4873","south dakota",2015,38,"2015-09-26",NA,NA,189,189
"4874","south dakota",2015,39,"2015-10-03",NA,NA,189,189
"4875","south dakota",2015,40,"2015-10-10",NA,NA,189,189
"4876","south dakota",2015,41,"2015-10-17",NA,NA,189,189
"4877","south dakota",2015,42,"2015-10-24",NA,NA,189,189
"4878","south dakota",2015,43,"2015-10-31",NA,NA,189,189
"4879","south dakota",2015,44,"2015-11-07",NA,NA,189,189
"4880","south dakota",2015,45,"2015-11-14",NA,NA,189,189
"4881","south dakota",2015,46,"2015-11-21",NA,NA,189,189
"4882","south dakota",2015,47,"2015-11-28",NA,NA,188,189
"4883","south dakota",2015,48,"2015-12-05",NA,NA,188,189
"4884","south dakota",2015,49,"2015-12-12",NA,NA,188,189
"4885","south dakota",2015,50,"2015-12-19",NA,NA,188,189
"4886","south dakota",2015,51,"2015-12-26",NA,1,189,189
"4887","south dakota",2015,52,"2016-01-02",NA,NA,189,189
"4888","tennessee",2015,1,"2015-01-10",NA,1,1,189
"4889","tennessee",2015,2,"2015-01-17",NA,NA,3,189
"4890","tennessee",2015,3,"2015-01-24",NA,1,9,189
"4891","tennessee",2015,4,"2015-01-31",NA,12,55,189
"4892","tennessee",2015,5,"2015-02-07",NA,6,91,189
